City,Latitude,Longitude,order
novo-zelensko,58.486913,29.023225,246
renkovo,57.152017,41.297096,247
deh a'in,33.489722,68.11805600000001,248
patarhui,-13.516666699999998,-73.8666667,249
haselhof,48.8833335,11.8083335,250
semiz ala,43.466666700000005,27.7833333,251
deh-e pish pa'in,28.5583,57.7637,252
mengkusa,0.7,103.358333,253
sempu kidul,-7.8155335,111.5570165,254
uruwhenua,-40.983333,172.816667,255
tebbestrup,56.435264000000004,10.007533,256
loma batean,21.516667,-104.9,257
qole qafzar,34.208708,67.164558,258
togibek,34.502024,68.215471,259
yungshuntsun,24.15,120.51666670000002,260
el boja,20.206944,-98.904167,261
hoita,19.505634,108.95053500000002,262
nuxtepec,18.875,-100.0,263
fulufo,-8.983333300000002,161.15,264
salteiros,39.291702,-8.012661999999999,265
paywawaya,9.4,1.1666667,266
bilhete,-25.533333300000002,32.4833333,267
hwykar,7.2086,8.535,268
staroye sosno,64.5,32.333333,269
tobberup,56.663086,9.798639999999999,270
jiushidian,31.218944,118.627417,271
lyubozhichi,52.724722,34.006111,272
koksharodo,56.815833,48.745833000000005,273
ruga'i,36.893832,50.413308,274
beyadi,11.083333300000001,20.35,275
sintautai,54.879444400000004,22.9819444,276
yutungchi,29.385,106.519444,277
ndremeani,-12.350833300000001,43.7519444,278
lagune,44.4,11.2,279
krekovse,45.981944399999996,13.937777800000003,280
cilbirtibelen,37.67137,36.000601,281
sangongpo,37.9838889,125.06277779999999,282
mwene-mutenge,-7.68333315,22.21666685,283
palija,27.771241999999997,68.488582,284
hurtherberg,46.766667,15.933333,285
anomaou ahoso,5.931267,-4.494971,286
yunokami,37.558333499999996,139.0583335,287
labaqiu,31.770284000000004,112.607142,288
nawah kaseh,36.083953,68.34899300000001,289
dosul luncii,46.366667,22.916667,290
nangoureka,9.233333,-6.1,291
ban pang toem,19.109333499999998,99.1840835,292
keruji,37.056667,127.016667,293
la manga segunda seccion,18.0125,-92.87083299999999,294
qoide,30.216666999999998,99.783333,295
allgjin,41.0091667,19.8025,296
ziga,6.05941055,19.7220363875,297
vaca guzman,-19.8833333,-63.75,298
shimuide,26.667222,128.019444,299
vozdushnoye,54.717086,20.440751000000002,300
neydorf,48.67521716666667,43.798106499999996,301
batsto,49.68291685,-32.064999799999995,302
asko,56.9416665,13.65,303
ban lat ruea,17.459695,100.789167,304
hamran,38.24636636666667,47.93150401666667,305
eleste,45.6666667,113.08333329999999,306
lyukva,48.15000015,20.058333349999998,307
valdimuru,58.2666667,24.7830556,308
mereykino,56.184338000000004,35.276582,309
diwali,32.0153925,73.32841049999999,310
barizi,29.447221999999996,56.19194399999999,311
ardehen,35.6565,48.388000000000005,312
ngrawe,-7.5284,112.2762,313
tahilalan,36.856944,38.965,314
weiduli,24.320926,115.53371100000001,315
nohchakain,20.733333,-89.333333,316
twombly landing,40.9625,-73.9133333,317
ban lat sai,14.216667000000001,100.4333335,318
guinacut,9.7431,124.4658,319
vigna di valle,42.083333,12.25,320
banjar kekeran,-8.5766,115.2383,321
lyulikhe,39.5925,116.034444,322
khissar,36.0633,48.581,323
vacane,43.9166667,15.866666699999998,324
fuentelespino de moya,39.916667,-1.466667,325
kampong sadir,2.0583335,106.616667,326
khist tapa,36.922798,68.062218,327
sea trail plantation,33.9,-78.49972220000001,328
rogige,-14.983333300000002,-68.5166667,329
haroldton,35.3622222,-94.26,330
ocheccio,8.033333,39.983333,331
kampung lacang,6.0442,102.0377,332
singeorgiu de mures,46.566666999999995,24.6,333
kopanjane,42.4325,21.963889,334
metokhion kastamonetou,40.1333333,23.7666667,335
chah gunow,28.4002,55.3293,336
houkanjiatun,45.998329,127.42590700000001,337
douar mendil,36.834166700000004,3.6858333,338
fuentelisendo,41.62274,-3.901294,339
satonggyori,38.9333333,125.8,340
labarkot,34.360995,73.23443499999999,341
tiala geni,14.333333300000001,15.016666699999998,342
pounkouyan,11.2,-1.0666666999999999,343
belview heights,34.715,-87.6916667,344
khaikhal,39.25,22.1,345
kinouchiyama,31.516666999999998,130.9,346
cronery,54.1091667,-7.758888900000001,347
lyudavka,49.156735,28.122075,348
ngamu,23.85,96.95,349
monte da lentisca,38.95,-7.25,350
randianqiao,30.634757,121.084851,351
husn al-tawil,15.45,47.783333299999995,352
michowo,52.63333299999999,20.411092,353
karacadag demircler,40.837539,32.451889,354
meydan,36.23757928571429,47.00959546428571,355
pasae,-7.321016650000001,21.059599999999996,356
jahuanhuire,-14.166666699999999,-72.3666667,357
zeraa,38.290256,37.168493850000004,358
starns,30.561388899999997,-90.65888890000001,359
lonewood,35.775,-85.29361109999999,360
sitio paradise,-25.9536,-48.6372,361
coleman town,30.8891667,-90.82,362
mensanello,43.383333,11.116667,363
do ab-e valian,35.479687,68.878302,364
ontabu,22.9166667,96.08333329999999,365
shin byadl,45.985278,42.070555999999996,366
jushdar,25.826999999999998,59.211999999999996,367
verkhneternovoy,48.488102000000005,42.429244,368
seaca de padure,44.366667,23.3,369
fircha,14.05,20.5,370
kampung ladang sawit lepar,3.5827,103.0962,371
la manzana,13.256825385714285,-90.25111112857144,372
cibatukolot,-6.495,107.5325,373
mollakandi,23.29166665,90.25833335,374
mandai,16.18333453636364,67.12809475454546,375
maroltov,50.339503,12.981253,376
karabair,38.8727778,67.15,377
goth kalhuri,27.760579999999997,68.74534,378
lambongan,-3.3798055,121.817811,379
"semnadtsatyy parts""yezd",55.20555566666667,58.46666666666666,380
fircrest,47.2397222,-122.51472220000001,381
saint-paul-de-baise,43.773963,0.370791,382
talesh,37.8008,48.9037,383
bushira,9.416667,3.3,384
pervyy sheshminskiy,54.8793,51.9004,385
teragama,6.0833333,80.7833333,386
raeer,57.09395799999999,8.664777,387
rancho los horcones,27.0,-99.483333,388
bou oudoud,31.427442,-4.90416,389
pocspallag,48.366667,20.466667,390
cildiret,41.448143,42.907374,391
longfeng,31.461369692307695,113.87078976923075,392
sushki,53.9474415,42.575044500000004,393
saki,29.02630953333333,36.63303681666667,394
barokaw,6.295278,120.58388899999999,395
gersamata,-4.0161,122.5591,396
seleni,58.1041,50.926314,397
satow,33.525000150000004,9.67499985,398
tendo dok,34.732778,72.287778,399
kaliasin 2,-5.6624099999999995,106.1923005,400
harrington park,40.983611100000005,-73.9802778,401
batu-norbo,48.033333299999995,111.36666670000001,402
apalachin,42.069444399999995,-76.155,403
xishuigang,22.658637,112.622731,404
unapani,29.7833333,81.9,405
caserio monte cristo,14.4,-89.58333329999999,406
pattigoda,7.15,80.05,407
magnoux,46.588187,2.610861,408
ghash kandi,23.2666667,89.7833333,409
kampong salam bigar,4.9833333,114.98333329999998,410
ty-aryun,48.366667,-3.916667,411
nahdah,22.8677778,57.580416650000004,412
novoarkhangelskaya,45.679722,40.275556,413
kot peju,32.414257,73.769941,414
la mara de poco,9.2833333,-70.9333333,415
binsil dua,-0.5913,123.2667,416
certosa,43.161111000000005,11.627778000000001,417
`ezbet zagdun,29.483333299999998,31.016666700000002,418
komalagarden,-6.888333,107.57888899999999,419
semuluh lor,-8.010833,110.67333300000001,420
venta de cruz,19.85,-98.7,421
askogle,57.416667000000004,16.033333,422
douele,7.211985,-7.580133,423
vachier,45.3013,5.167227,424
wan nawnglam,21.966666699999998,98.16666670000001,425
quirnheim,49.584444,8.126389,426
vega,23.659304008571432,-43.47439870571429,427
holichi,30.628408,118.98123999999999,428
wafuka,33.5,135.65,429
balcic,43.4166667,28.1666667,430
yurovskoy,48.518995000000004,40.729252,431
sitha,21.433333333333334,95.91111113333334,432
nanguantao,36.5325,115.29166699999999,433
cronkeeran,54.74722220000001,-8.3766667,434
jigbe,8.3916665,3.6666665000000003,435
seradu,9.166666699999999,-10.816666699999999,436
neymhel,37.255833,48.408611,437
penghkan,22.4166667,98.4,438
mandakuli,34.284704999999995,73.92462900000001,439
asarne,62.65,14.35,440
gardalud,35.874033000000004,59.83803399999999,441
monte das casas velhas,38.868743,-7.962325999999999,442
sacosul mare,45.583333,21.728056,443
oundemba,9.766666699999998,1.0166667,444
chinshantsuichen,30.731790000000004,121.3677,445
ondaing,20.25,96.9833333,446
`ezbet zeid,29.35,30.7,447
qilla,29.045277799999997,30.981944399999996,448
faith hill estates,-26.327633000000002,29.3825,449
liambezi,-14.0333333,24.0833333,450
kerspel-goor,52.213406,6.602785000000001,451
unauna,-1.6588,121.35995,452
shin-aimoto,36.866667,137.55,453
huantai,36.953889000000004,118.104722,454
slonimtse,52.533333299999995,24.4833333,455
ochiaidaki,38.974722,140.356944,456
jitawas,28.1348,75.6891,457
baqa el gharbiyya,32.418065000000006,35.043119,458
meydanak-e kuchek,32.640278,50.364444,459
lousakies,35.45,23.6166667,460
el mataria,31.183888899999996,32.03055560000001,461
yamato-takada,34.516667,135.75,462
shin-kotoni,43.116667,141.316667,463
kawm buha al `abid,27.2916667,30.955555600000004,464
lavausseau,46.560084,0.07405199999999999,465
sidjuk,-2.566667,107.766667,466
pokchongni,40.5833333,125.5,467
ijesha-tedo,6.49196,3.3242809999999996,468
diaulia,10.107007000000001,-5.472954,469
karacali,39.39191664285714,34.66209671428572,470
wolodono,-7.290556,110.131667,471
ban sa-mae,18.479167,98.125,472
quirve,-20.4333333,-65.66666670000001,473
bandi kokyal,34.203678000000004,73.67685999999999,474
obergoggitsch,47.05,15.65,475
sangian,30.517336,67.943386,476
gaocuo,25.910153,119.199814,477
talgan matig,25.69578,62.385064,478
ban kachet,20.570833,102.355,479
pyolchangni,39.283333299999995,126.43333329999999,480
pelapitigama,7.2,80.08333329999999,481
nizhniy dichinskiy,48.3,40.4,482
equng,29.101999999999997,92.00200000000001,483
ascrea,42.2,13.0,484
krangestad,58.3,15.383332999999999,485
sidmant al jabal,29.141666700000002,30.901388899999997,486
shangguona,34.856944,108.18416699999999,487
kabardino,43.926389,44.102222,488
astlaj,35.4665,49.4934,489
sigachi,55.0143,47.2768,490
ambalaka,-17.8,44.8666667,491
las bordas,25.1,-39.833333350000004,492
kremenki,54.679011333333335,42.968163000000004,493
saugon,23.522393850000004,5.14017265,494
tebouiahmet,34.8833333,6.7,495
bushlanova,58.11996800000001,63.298506999999994,496
frommenhausen,48.433333000000005,8.866667,497
kampung sungai dua kechil ulu,2.73,102.2747,498
musut,42.521111,22.266111,499
rawahmong,-6.296944,106.9075,500
izobil'noe,52.493611,73.306111,501
ban lat ta nuan,14.483332999999998,100.083333,502
shanghai corners,42.033333299999995,-86.3283333,503
guinayangan,13.8971,122.454,504
wegior,-3.8,143.0166667,505
howvir,35.714465999999994,52.320840000000004,506
chmeteiye,35.5166667,39.966666700000005,507
tapotzu,40.266944,117.514444,508
shiyinggao,30.001518,115.04451100000001,509
alydzhanly vtoroy,40.329731,47.629346999999996,510
ja ja,32.7341,51.0918,511
yau tong,22.3,114.23333329999998,512
juslibol,41.69359,-0.898019,513
oniwo,8.033333,3.916667,514
tien kai an,32.663702,117.044676,515
beans river,-33.3,25.716667,516
malomzugi-kert,47.1,20.75,517
ban lat ta thap,13.392833,100.003028,518
ambalakafotra,-20.5166667,46.7333333,519
haseokhwa,37.063889,127.207778,520
kot raisani,29.4184,67.5772,521
chmiele,50.259617999999996,23.387686,522
kremenusa,44.873611100000005,16.485277800000002,523
ban lat takhian,13.9,101.65,524
batuampar dua,-7.135833,112.81277800000001,525
hacienda petacones,13.7166667,-88.5,526
kurbay,49.383333,76.45,527
patuju,-17.0833333,-59.0833333,528
keboncobek,-6.0433330000000005,106.67388899999999,529
rawajolang,-6.315556,107.59277800000001,530
thethaitangar,22.516667,84.516667,531
keboncou dua,-6.462778,106.61027800000001,532
ngrompongan,-7.426389,110.8875,533
sukmailang,-7.9179,114.1385,534
farahkesh-e bala,33.51,48.6613,535
woloku,39.664722,117.77361100000002,536
ban suoi coi,21.083333,104.633333,537
poyvinskiy,60.7,60.433333,538
ochiso,5.4666667,-1.0833333,539
`alaqahdari,32.97419,69.36776,540
al hawsh,19.6061111,37.5342361,541
phyungsan,22.693355,114.33783400000002,542
lyadishchi,54.45,31.466666999999998,543
ban tha i som,14.4625,101.626944,544
chuanchang,28.07983333333333,116.223857,545
miclesti,46.773981666666664,26.635555666666665,546
miclette,50.75,3.666667,547
fireside,41.226388899999996,-82.9119444,548
musyawada,24.1476,78.2021,549
samachong,24.184978,102.54940699999999,550
seaside villas,38.480277799999996,-75.0516667,551
teray naw,35.133306,71.388868,552
quishuarhuasi,-10.379166699999999,-76.1211111,553
nishkany,47.267222,28.344444,554
magofolo,6.0166667,20.4166667,555
andranomilolo,-14.35,49.4333333,556
yarawala,30.833322999999996,71.666952,557
droichead atha,53.718888899999996,-6.3477778,558
west palm beach farms,26.678611100000005,-80.1294444,559
ban tha it,14.4151276,101.0169222,560
moulid,34.395,35.975,561
magogo,-6.774238999999999,23.475654900000006,562
wan na-hkai,20.5,98.5166667,563
staro-tumbagushevo,54.88333299999999,54.033333,564
canagcaan,10.3889,125.0149,565
xitoupu,25.212985999999997,118.60598200000001,566
laveline,48.134764000000004,6.704761,567
deh-e razeh,32.656,60.2881,568
buntu gambiri,2.5291,98.7945,569
doufong,9.5,17.5,570
kisenzele,-5.48333315,19.06666685,571
ban tha it bon,17.630945,100.106639,572
bruz-zalle,41.4816667,19.8652778,573
grabowiec gora,50.812622999999995,23.547604,574
hacienda puetata,-3.4333332999999997,-79.2833333,575
el manara,32.763846,35.553061,576
fonongoni,13.65,-5.9333333,577
costovici,44.653611100000006,18.0238889,578
tormukh,33.143333,68.843611,579
jussy-champagne,46.985903,2.642719,580
aukshtyshki,55.65,23.2333333,581
amyderya,37.8880556,65.24472220000001,582
sogndal,58.333332999999996,6.3,583
beapingaratsy,-20.2,45.466666700000005,584
jaidhof,48.533333,15.483332999999998,585
khasabah,37.234815999999995,70.276533,586
nezahualcoyotl,22.785092333333335,-99.257315,587
leyleh kam,37.1834,49.3206,588
chmielnik,50.89231225,20.7936725,589
sokkyeul,37.364722,127.53638899999999,590
sokkyo,37.35851983333333,126.57663834444446,591
wackers,48.3,13.966667000000001,592
jardim de abril,-23.449478,-46.748266,593
leninskoje,48.702329,45.197981,594
leitenbach,48.35,12.75,595
lesperre,45.303971000000004,-0.934542,596
batiare ouro gueladjo,14.4,-15.683333300000001,597
kiavia,-8.72388895,25.1602779,598
chinshuiying,22.4,120.76666670000002,599
gompitz-zollmen,51.05,13.616667000000001,600
metsala,60.61027800000001,23.119861,601
douar mohammed bel hadj belkassem,35.836234000000005,8.371787,602
ayoque hacienda,-13.35,-75.91666670000001,603
mulla haidar,31.097796999999996,66.781953,604
cetry,18.5833333,-74.0666667,605
rittersbach,48.95,9.583333,606
qoldale bala,34.395727,68.155169,607
stary dzhankoy,45.662059,34.386998999999996,608
mulla haji baba,30.116667,51.433333000000005,609
marianopoli,37.6,13.916667000000002,610
rancho moscobampo,27.55,-109.816667,611
hazanzai kili,31.356496000000003,69.515574,612
podangmal,37.7135,128.834,613
yakalla,7.8666667,80.56666665,614
mentelek,46.973882,19.582482000000002,615
papeyan,33.5708,49.167,616
barskaya visherka,58.9,32.266667,617
tolpakchae,37.500833,126.564167,618
farajawa,35.4166667,45.55,619
rawalele 2,-6.141389,106.69194399999999,620
saluana,-12.916667,21.966667,621
letowo,53.63338575,19.280531999999997,622
lyaglyaka,39.9166667,64.41666670000001,623
doggang,30.201,81.101,624
el rehoyo,40.411671999999996,-5.384669000000001,625
seba lor,-6.205,106.268056,626
alyeksandrovskoe,44.714166999999996,43.000833,627
sitio recanto do papis,-23.647311,-47.193939,628
xiujiacha,35.922925,105.04494299999999,629
apaleles,-1.3709,123.0235,630
gotein-libarrenx,43.189669,-0.90064,631
hacienda pinico,-10.933333300000001,-77.45,632
alyeska,60.9608333,-149.1108333,633
firhit,34.1,35.7666667,634
jbailiye,35.283333299999995,36.0833333,635
andekanda,13.9666667,-2.25,636
bodeh tujuh,-7.6019440000000005,109.55388899999998,637
nisikata,31.916666999999997,130.23333300000002,638
yaghmur a`la,37.6974,45.1122,639
rancho nogalejo,27.666666999999997,-105.683333,640
pir kuh,36.82154,50.012115,641
stadlo,49.64647,18.9299125,642
buntu siantar,3.1309,98.7994,643
uyutnaya,44.833333,34.95,644
kaligerman,-6.9985,112.3289,645
mashhadi mohammad,32.3,48.466667,646
ondone,2.4,12.4666667,647
aue,49.92692307692308,11.088461615384615,648
mishgar,33.5778,47.972,649
eleyin,8.05,4.725,650
sintiou soufa,13.666666699999999,-13.9666667,651
chinsoktong,39.741944399999994,124.95527779999999,652
la tosquita,-33.818987,-64.45721999999999,653
wuade,8.6,-11.066666699999999,654
azganin-e bala,36.50953,50.380603,655
techado,34.5852778,-108.3863889,656
sao piedra,20.7552778,-76.5277778,657
caserio nomenbromes,9.903843,-75.261427,658
sangsecham,39.7508333,125.8877778,659
traimisse,35.2,36.033333299999995,660
petit-quevilly,49.413384,1.06155,661
kampung sungai kepong,2.5501,102.3588,662
tornero,38.5255557,-54.71500015,663
sawadden,53.339220999999995,20.616728,664
justiniano,-14.833333433333335,-57.01666656666668,665
healdtown,-32.716667,26.716666999999998,666
qinwan,32.611770666666665,112.247886,667
lianfengtun,45.805057,127.465631,668
sad konar,26.836475,54.22493000000001,669
wederath,49.866667,7.1666669999999995,670
sawaden kreis sensburg,53.847258999999994,21.384303,671
smirnyagina,59.75,63.183333,672
yunuz bunar,43.4333333,27.4,673
beyayon,-1.451389,123.47,674
thi xa Ðong ha,16.816667000000002,107.13333300000001,675
paliseca,19.828471999999998,-98.12152800000001,676
palindi 1,-10.016667,120.766667,677
aqcheh bolagh,33.8518,49.2093,678
nisipi,44.8,24.0,679
shizhupai,23.40069,113.752969,680
anonal,13.204166574999999,-89.57916667500001,681
vingkao,23.15,98.6,682
novyy bulyak,54.542964000000005,55.04251800000001,683
panincici,44.3652778,16.9911111,684
berkshire hall,18.2,-77.0166667,685
faizo khan,34.984256,61.669272,686
